mo_start_date,LINE,MO,PRODUCT CODE,Sum of OEE,Max of mo_scheduled_hrs,pouches_produced,pouch_weight_g,kg_per_hr
43269,P14,5748,120431,0.734823718,40,366824,90,825.35
43269,P15,5752,280135,0.647319347,88,710912,90,727.07
43269,P15,5773,280133,0.452732794,19,107352,90,508.51
43269,P16,5776,280135,0.521599003,45,292930,90,585.86
43270,P11,5739,280135,0.695461538,62.5,542460,90,781.14
43270,P12,5742,120452,0.723517628,8,72236,90,812.66
43270,P12,5763,120454,0.713701923,16,142512,90,801.63
43271,P12,5744,280096,0.62431164,34,239436,110,774.65
43271,P14,5749,120437,0.759097633,26,246312,90,852.62
43271,P14,5772,120536,0.644110577,8,64308,90,723.47
43271,P16,5774,242030,0.557792468,16,111380,90,626.51
43271,P16,5775,242027,0.696674099,69,599920,90,782.50
43272,P10,5736,242027,0.647069597,35,282640,90,726.79
43273,P10,5737,280129,0.49842033,21,130626,90,559.83
43273,P11,5740,241288,0.667040598,21,174818,90,749.22
43273,P12,5745,280093,0.680819402,56,430060,110,844.76
43273,P13,5765,242027,0.714121641,32.93,293480,90,802.10
43273,P14,5771,120444,0.821456156,31.87,326724,90,922.66
43273,P15,5818,120444,0.431550481,8,43086,90,484.72
43276,P09,5784,242027,0.823473113,72,739940,90,924.93
43276,P10,5786,280130,0.596334877,27,200941,90,669.80
43276,P11,5790,280135,0.667496229,51,424848,90,749.73
43276,P12,5794,280095,0.66703626,35.5,267108,110,827.66
43276,P13,5796,242027,0.790249014,117,1153890,90,887.61
43276,P14,5801,280134,0.820121083,27,276348,90,921.16
43276,P15,5802,280135,0.682446477,103,877244,90,766.52
43276,P16,5804,242027,0.767461056,93,890746,90,862.01
43277,P10,5787,280003,0.445913462,24,133560,90,500.85
43277,P10,5821,280129,0.402884615,2,10056,90,452.52
43277,P14,5799,120437,0.765105459,62,592008,90,859.37
43278,P10,5788,120465,0.690157585,24,206716,90,775.19
43278,P11,5791,280068,0.735422193,58,532328,90,826.03
43278,P12,5819,120444,0.686289174,36,308336,90,770.84
43279,P09,5785,242030,0.82748905,52.1,538040,90,929.44
43279,P10,5789,280135,0.707210277,55.88,493196,90,794.34
43279,P14,5797,120453,0.762740385,20,190380,90,856.71
43280,P11,5792,280039,0.716633009,20.95,187368,90,804.92
43280,P12,5820,120436,0.837326433,36.12,377448,90,940.49
43280,P14,5798,120431,0.741710069,24,222157,90,833.09
43280,P15,5803,120464,0.69144421,26.28,226776,90,776.63
43280,P16,5805,280135,0.737620192,32,294576,90,828.50
43281,P13,5807,280040,0.691048628,12.27,105820,90,776.19
43281,P16,5848,120464,0.900019792,5.83,65484,90,1010.90
43290,P09,5822,280136,0.704018738,91,799540,90,790.75
43290,P10,5826,280068,0.549576465,112,768176,90,617.28
43290,P11,5858,280068,0.496741108,38.75,240224,90,557.94
43290,P12,5829,120436,0.87257538,27,294023,90,980.08
43290,P13,5831,120453,0.518758435,19,123008,90,582.67
43290,P13,5832,280087,0.525721154,16,104976,90,590.49
43290,P14,5834,242030,0.735036357,67,614608,90,825.59
43290,P15,5849,280103,0.247780329,67,207184,90,278.31
43290,P16,5840,242027,0.64499683,91,732510,90,724.46
43291,P11,5827,242027,0.825616371,65,669740,90,927.33
43291,P12,5830,120436,0.835844017,24,250352,90,938.82
43291,P12,5830,120437,0.835961538,40,417312,90,938.95
43291,P13,5833,120464,0.815808083,77.05,784468,90,916.32
43292,P14,5835,120536,0.751362179,16,150032,90,843.93
43292,P15,5843,120436,0.690534856,32,275772,90,775.61
43293,P09,5823,280103,0.7870116,21,206260,90,883.97
43293,P12,5860,120465,0.582540486,19,138132,90,654.31
43293,P14,5836,120532,0.73505609,16,146776,90,825.62
43293,P16,5841,120464,0.599095696,21,157011,90,672.90
43294,P14,5837,120431,0.881138174,11.78,129540,90,989.69
43294,P15,5844,241288,0.599178735,12.27,91752,90,673.00
43297,P09,5861,280103,0.798621795,50,498340,90,897.01
43297,P10,5863,280040,0.718601614,27,242140,90,807.13
43297,P11,5865,242030,0.733141026,50,457480,90,823.46
43297,P12,5868,280095,0.625839243,15,105892,110,776.54
43297,P12,5868,280096,0.687628054,27,209424,110,853.21
43297,P13,5872,120464,0.855933931,98.08,1047696,90,961.38
43297,P14,5874,280114,0.893298368,11,122632,90,1003.35
43297,P14,5875,120450,0.808202214,22.88,230776,90,907.77
43297,P15,5879,241288,0.502342209,65.52,410760,90,564.23
43297,P16,5881,241283,0.417399841,41.53,216336,90,468.82
43298,P10,5864,242027,0.718998016,84,753740,90,807.58
43298,P12,5870,280093,0.679314421,24,183904,110,842.89
43298,P14,5876,120430,0.784375,16,156624,90,881.01
43298,P16,5883,120464,0.495432692,24,148392,90,556.47
43299,P09,5862,280039,0.628486554,61.5,482376,90,705.92
43299,P11,5866,242027,0.67573117,32,269860,90,758.98
43299,P12,5871,120436,0.751740967,44,412796,90,844.36
43299,P14,5877,120431,0.676081731,24,202500,90,759.38
43299,P15,5880,120436,0.647066835,43.77,353460,90,726.79
43299,P16,5882,251200,0.590150816,45.02,331576,90,662.86
43300,P11,5867,280068,0.755631868,28,264048,90,848.73
43300,P14,5878,120437,0.792483478,34.57,341904,90,890.12
43301,P13,5873,120444,0.902195253,8.62,97056,90,1013.35
43304,P09,5897,280039,0.701139601,27,236256,90,787.52
43304,P09,5897,280103,0.768563034,24,230200,90,863.25
43304,P10,5899,242027,0.777645196,83,805516,90,873.45
43304,P11,5901,120437,0.526988266,59,388032,90,591.91
43304,P12,5903,120450,0.750213675,27,252792,90,842.64
43304,P13,5908,120464,0.843197474,67,705048,90,947.08
43304,P14,5910,120430,0.706910039,59,520512,90,794.00
43304,P15,5912,120464,0.637543434,107,851350,90,716.09
43304,P16,5913,120464,0.696299898,111.13,965700,90,782.08
43305,P12,5904,280115,0.583573718,8,58264,90,655.47
43305,P12,5905,120536,0.677884615,16,135360,90,761.40
43306,P09,5896,120448,0.816868132,52.5,535212,90,917.51
43306,P09,5898,280103,0.598477564,8,59752,90,672.21
43306,P11,5902,120431,0.77480464,52.5,507652,90,870.26
43306,P12,5906,280003,0.727787068,23,208904,90,817.45
43306,P13,5909,241288,0.818942308,40,408816,90,919.84
43306,P14,5911,120465,0.715188555,51.07,455828,90,803.30
43307,P10,5900,280068,0.736324786,24,220544,90,827.04
43307,P12,5907,120433,0.752573815,33,309940,90,845.29
43308,P10,5964,120431,0.604273504,4.5,33936,90,678.72
43308,P13,5939,120437,1.015519568,3.42,43344,90,1140.63
43308,P15,5945,120465,0.486269155,5.07,30768,90,546.18
43308,P16,5964,120437,0.663701923,8,66264,90,745.47
43308,P16,5964,120464,0.813030999,67,679824,90,913.20
43311,P09,5922,242027,0.755851222,43,405620,90,848.97
43311,P10,5924,120436,0.786068873,43,421836,90,882.91
43311,P10,5932,120436,0.722275641,8,72112,90,811.26
43311,P10,5932,120448,0.695653045,16,138908,90,781.36
43311,P11,5926,120536,0.488564103,25,152432,90,548.76
43311,P12,5928,120454,0.651383266,19,154456,90,731.63
43311,P12,5929,120435,0.726696047,24,217660,90,816.23
43311,P13,5931,242027,0.829531902,43,445160,90,931.73
43311,P14,5932,120532,0.735641026,35,321328,90,826.27
43311,P15,5934,120464,0.585882597,27,197419,90,658.06
43311,P15,5936,120437,0.711358173,16,142044,90,799.00
43311,P16,5934,120464,0.711959135,16,142164,90,799.67
43311,P16,5936,120437,0.790206553,27,266268,90,887.56
43312,P09,5970,242027,0.798698814,67,667840,90,897.10
43312,P10,5971,120436,0.661548478,32,264196,90,743.05
43312,P11,5925,120431,0.771274038,16,154008,90,866.30
43312,P11,5976,120431,0.736220889,54.5,500748,90,826.92
43312,P12,5977,120435,0.758523638,32,302924,90,851.97
43312,P13,5973,242027,0.787658813,55.5,545564,90,884.70
43312,P14,5933,120430,0.693990385,8,69288,90,779.49
43312,P14,5972,120430,0.791727941,68,671892,90,889.27
43312,P15,5938,120437,0.576442308,8,57552,90,647.46
43312,P15,5974,120464,0.626991758,56,438192,90,704.24
43312,P16,5974,120464,0.572596154,8,57168,90,643.14
43313,P16,5978,120437,0.547893773,21,143592,90,615.39
43314,P12,5930,120433,0.77707443,36,349124,90,872.81
43314,P16,5937,120436,0.750338319,36,337112,90,842.78
43315,P10,5923,120448,0.708894231,8,70776,90,796.23
43315,P11,5927,120433,0.72504931,13,117632,90,814.38
43315,P13,5992,120448,0.769615385,5,48024,90,864.43
43315,P15,5993,120448,0.805576923,5,50268,90,904.82
43318,P09,5948,242027,0.478592725,43,256832,90,537.56
43318,P10,5951,251200,0.745677408,111,1032972,90,837.54
43318,P11,5953,120433,0.677011291,54.5,460476,90,760.42
43318,P12,5980,120532,0.769601559,51,489836,90,864.42
43318,P13,5958,242027,0.763995726,75,715100,90,858.12
43318,P14,5982,120436,0.827599715,27,278868,90,929.56
43318,P15,5962,120464,0.648299652,59,477356,90,728.17
43319,P09,5949,280103,0.677751068,24,203000,90,761.25
43319,P09,5949,280105,0.59765625,32,238680,90,671.29
43319,P14,5983,120437,0.780303486,64,623244,90,876.44
43319,P14,5983,120448,0.608413462,8,60744,90,683.37
43320,P12,5981,120431,0.784439103,60,587388,90,881.08
43320,P15,5963,120436,0.631170609,25.01,197004,90,708.93
43320,P15,5963,120464,0.700801282,12,104952,90,787.14
43321,P11,5954,120448,0.794132835,36,356788,90,891.97
43321,P13,5959,120464,0.670165598,36,301092,90,752.73
43321,P16,5965,120437,0.688621795,36,309384,90,773.46
43322,P09,5950,280103,0.723157051,12,108300,90,812.25
43322,P14,5984,120448,0.835839161,11,114744,90,938.81
43325,P09,6015,280147,0.822611865,102,1047152,90,923.96
43325,P10,5995,120465,0.622836538,8,62184,90,699.57
43325,P10,5995,241288,0.674537865,43,361984,90,757.64
43325,P11,6014,280133,0.848856209,51,540280,90,953.44
43325,P12,5999,120452,0.732459207,11,100552,90,822.70
43325,P12,6000,280114,0.689082532,16,137596,90,773.98
43325,P13,6003,242027,0.736037271,111.12,1020720,90,826.72
43325,P14,6004,120437,0.800224901,109.45,1093056,90,898.81
43325,P15,6005,120436,0.631716418,67,528216,90,709.54
43325,P16,6013,120448,0.834615385,35,364560,90,937.44
43326,P12,6001,242030,0.776582532,48,465204,90,872.26
43326,P16,6008,120444,0.56811899,32,226884,90,638.11
43327,P10,5996,120430,0.663113155,23,190340,90,744.81
43327,P10,5996,120465,0.745512821,24,223296,90,837.36
43327,P11,6011,120436,0.86752938,60,649606,90,974.41
43327,P15,6012,280135,0.643064998,43.22,346860,90,722.29
43327,P16,6009,120536,0.466893697,24,139844,90,524.42
43328,P12,6002,280040,0.809530543,34,343500,90,909.26
43328,P16,6010,120431,0.684681407,19.03,162608,90,769.03
43329,P09,6069,120430,0.735737179,4,36728,90,826.38
43329,P10,5997,120430,0.533653846,12,79920,90,599.40
43332,P09,6042,280147,0.814706905,83,843906,90,915.08
43332,P10,6044,280115,0.563366572,27,189832,90,632.77
43332,P11,6048,280107,0.806264569,11,110684,90,905.60
43332,P11,6049,120464,0.817994138,93.5,954501,90,918.77
43332,P12,6050,120430,0.781116682,29.15,284164,90,877.35
43332,P13,6054,242027,0.821699474,110.2,1130080,90,922.93
43332,P14,6055,120437,0.804233035,99,993646,90,903.31
43332,P15,6057,241288,0.56860519,83,588984,90,638.66
43332,P16,6059,120464,0.777849861,83,805728,90,873.68
43333,P10,6045,120450,0.608146368,24,182152,90,683.07
43333,P12,6051,120431,0.6684375,40,333684,90,750.79
43334,P10,6046,280040,0.71943109,8,71828,90,808.07
43334,P10,6047,280068,0.759344181,52,492784,90,852.90
43335,P09,6043,280105,0.665876832,28,232684,90,747.91
43335,P12,6052,120433,0.577403846,16,115296,90,648.54
43335,P12,6052,280003,0.707291667,8,70616,90,794.43
43335,P15,6058,280105,0.408142146,28.03,142774,90,458.43
43335,P16,6060,120436,0.720348248,27.85,250370,90,809.10
43336,P11,6094,120433,0.847275641,4,42296,90,951.66
43336,P12,6053,120433,0.70400641,12,105432,90,790.74
43336,P12,6094,120430,0.759773485,11.15,105724,90,853.38
43336,P14,6056,120436,0.810992699,10.43,105564,90,910.91
43339,P09,6073,120464,0.789848485,110,1084304,90,887.16
43339,P10,6074,280068,0.689156395,110.15,947364,90,774.06
43339,P11,6075,241283,0.629001832,35,274748,90,706.49
43339,P12,6077,120430,0.799961973,59,589028,90,898.52
43339,P13,6080,280040,0.460810023,11,63260,90,517.58
43339,P13,6081,242027,0.809334936,40,404020,90,909.05
43339,P14,6083,120436,0.77153092,51,491064,90,866.58
43339,P15,6085,280141,0.77768048,106.027,1029040,90,873.49
43339,P16,6086,251200,0.686337209,43,368316,90,770.89
43340,P11,6076,242027,0.824996175,62.01,638452,90,926.64
43340,P16,6087,120464,0.730120192,40,364476,90,820.07
43341,P12,6078,120437,0.77265625,32,308568,90,867.85
43341,P13,6082,280141,0.840178443,58.67,615180,90,943.69
43341,P14,6084,120448,0.815436909,59.133,601776,90,915.90
43342,P12,6079,120448,0.705212551,19,167220,90,792.09
43342,P16,6088,120448,0.826693684,25.15,259476,90,928.54
43343,P11,6115,280068,1.186004274,3,44404,90,1332.12
43347,P09,6096,242027,0.547750126,51,348632,90,615.23
43347,P10,6098,280068,0.669420788,35,292403,90,751.89
43347,P11,6102,242027,0.632233855,95.15,750760,90,710.13
43347,P12,6103,120431,0.468352327,27,157816,90,526.05
43347,P13,6106,120436,0.595192308,35,259980,90,668.52
43347,P14,6109,120532,0.645769231,75,604440,90,725.33
43347,P15,6111,120436,0.636368778,51,405036,90,714.77
43347,P16,6113,251200,0.760263864,43,407988,90,853.93
43348,P10,6099,280012,0.690598291,24,206848,90,775.68
43348,P12,6104,120536,0.731757479,24,219176,90,821.91
43348,P13,6107,120444,0.71005609,24,212676,90,797.54
43348,P16,6114,120464,0.760432692,40,379608,90,854.12
43349,P09,6097,280105,0.668082265,24,200104,90,750.39
43349,P10,6100,120442,0.635957532,16,126988,90,714.31
43349,P12,6105,120435,0.745439889,41.75,388404,90,837.28
43349,P13,6108,120448,0.803949893,34.48,345948,90,903.00
43349,P15,6112,241288,0.757140776,42.067,397496,90,850.42
43350,P09,2300,280105,0.653846154,20,163200,90,734.40
43350,P10,6101,120465,0.7701417,19,182616,90,865.02
43350,P14,6110,120431,0.865081909,18,194332,90,971.66
43350,P16,6148,120448,0.683439134,10.3,87852,90,767.64
43353,P09,6129,242030,0.781562364,59,575480,90,877.85
43353,P10,6133,120464,0.771191384,111,1068316,90,866.20
43353,P11,6134,120437,0.814851763,80,813548,90,915.24
43353,P12,6136,280096,0.55615396,48,301124,110,690.08
43353,P13,6139,120436,0.752920228,27,253704,90,845.68
43353,P14,6141,120450,0.801246439,27,269988,90,899.96
43353,P15,6145,120436,0.660724128,99.09,817080,90,742.13
43353,P16,6146,241288,0.773213405,91,878123,90,868.47
43354,P13,6140,120437,0.692333819,83.42,720776,90,777.63
43354,P14,6142,120453,0.763100962,16,152376,90,857.12
43354,P14,6143,120433,0.739423077,8,73824,90,830.52
43355,P09,6131,280040,0.722743056,24,216476,90,811.79
43355,P12,6137,280095,0.629338061,15,106484,110,780.88
43355,P12,6138,120431,0.724745047,44,397972,90,814.03
43355,P14,6144,120448,0.746487351,58.47,544716,90,838.45
43356,P09,6130,242027,0.697115385,8,69600,90,783.00
43356,P09,6132,280107,0.717195513,20,179012,90,805.55
43356,P11,6135,120532,0.686672009,24,205672,90,771.27
43357,P11,6176,120431,0.793990385,4,39636,90,891.81
43357,P16,6178,120437,0.804328943,9.52,95562,90,903.42
43360,P09,6157,120436,0.806383225,83,835284,90,905.73
43360,P10,6159,120436,0.831764507,19,197228,90,934.24
43360,P10,6160,120464,0.801763856,85.15,852012,90,900.54
43360,P11,6161,280147,0.879087903,102.75,1127272,90,987.39
43360,P12,6162,120465,0.780057584,59,574372,90,876.16
43360,P13,6164,120436,0.805466107,108.93,1094988,90,904.70
43360,P14,6165,120437,0.801857787,27,270194,90,900.65
43360,P15,6168,120436,0.74595073,43,400307,90,837.85
43360,P16,6170,120436,0.641584967,51,408356,90,720.63
43361,P14,6166,120444,0.753044872,48,451104,90,845.82
43361,P15,6169,120448,0.778998495,64.38,625896,90,874.97
43362,P12,6163,120448,0.812148369,51.5,521984,90,912.21
43362,P16,6171,120448,0.817712714,55.79,569340,90,918.45
43363,P09,6158,280105,0.717762238,27.5,246336,90,806.19
43363,P14,6167,120448,0.801114827,34.5,344928,90,899.81
43367,P09,6181,280040,0.782022145,11,107356,90,878.37
43367,P09,6182,280105,0.787049279,32,314316,90,884.01
43367,P10,6185,120451,0.711946387,11,97736,90,799.66
43367,P10,6186,280013,0.447796474,16,89416,90,502.97
43367,P11,6189,120464,0.693774446,59,510840,90,779.25
43367,P12,6191,280096,0.62793953,19,134580,110,779.15
43367,P12,6192,280095,0.754742908,24,204324,110,936.49
43367,P13,6204,120437,0.796016484,35,347700,90,894.09
43367,P14,6197,120430,0.799264008,27,269320,90,897.73
43367,P15,6205,120464,0.793934911,91,901656,90,891.75
43367,P16,6203,120464,0.651651555,24.01,195264,90,731.94
43368,P09,6183,241288,0.76126946,56,532036,90,855.06
43368,P10,6187,280068,0.68530649,32,273684,90,769.74
43368,P12,6193,280093,0.651329787,16,117552,110,808.17
43368,P13,6196,120431,0.693935216,74.48,645020,90,779.43
43368,P14,6199,120465,0.730475427,24,218792,90,820.47
43368,P16,6233,120436,0.799289298,23,229428,90,897.76
43369,P10,6188,120437,0.734314495,49,449048,90,824.78
43369,P11,6190,120448,0.841025641,43.5,456576,90,944.64
43369,P12,6194,120430,0.768886218,40,383828,90,863.61
43369,P14,6198,280003,0.740625,24,221832,90,831.87
43370,P14,6200,120433,0.847658294,34.3,362852,90,952.09
43370,P15,6246,120431,0.631181776,15.01,118236,90,708.94
43371,P09,6184,120464,0.852257525,11.5,122316,90,957.26
43374,P09,6253,242027,0.742523852,43,398468,90,834.00
43374,P10,6256,280068,0.761188134,43,408484,90,854.97
43374,P11,6259,120448,0.817950965,107,1092259,90,918.72
43374,P12,6260,120448,0.776576253,67,649342,90,872.25
43374,P13,6262,120436,0.768312285,67,642432,90,862.97
43374,P14,6264,280107,0.862674825,11,118428,90,968.96
43374,P14,6265,120436,0.835632139,99.55,1038176,90,938.58
43374,P15,6266,280142,0.616177787,98.88,687264,110,764.55
43374,P16,6267,120464,0.748493752,110.48,1032016,90,840.71
43375,P09,6254,280105,0.657742388,48,394014,90,738.78
43375,P10,6258,120436,0.751767829,16,150113,90,844.39
43376,P10,6257,241288,0.784134615,52,508872,90,880.74
43376,P12,6261,120431,0.650088417,43.5,352920,90,730.18
43376,P13,6263,120448,0.84206647,43.05,452412,90,945.81
43377,P09,6255,120436,0.781801126,20.5,200016,90,878.12
43378,P11,6298,120436,0.858012821,3,32124,90,963.72
43381,P09,6287,242027,0.733075666,51,466588,90,823.39
43381,P10,6272,120437,0.655496795,20,163612,90,736.25
43381,P10,6272,120464,0.771979574,59,568424,90,867.09
43381,P11,6274,120464,0.77786717,111.15,1079020,90,873.70
43381,P12,6275,280096,0.694390716,11,86160,110,861.60
43381,P12,6276,280095,0.596631206,24,161520,110,740.30
43381,P13,6279,120464,0.822397971,107.75,1105895,90,923.72
43381,P14,6280,120436,0.74571382,59,549084,90,837.59
43381,P15,6283,280142,0.71057729,93,745424,110,881.68
43381,P16,6285,120464,0.694316419,100.14,867720,90,779.86
43382,P12,6277,280093,0.826041667,16,149084,110,1024.95
43383,P09,6270,280105,0.798187099,32,318764,90,896.52
43383,P10,6273,120437,0.763842147,32,305048,90,857.95
43383,P12,6278,120436,0.754915596,60.15,566694,90,847.92
43383,P14,6282,120433,0.709403171,51.17,453026,90,796.80
43384,P09,3661,120464,0.611177885,8,61020,90,686.48
43384,P09,6331,120464,0.685560897,20,171116,90,770.02
43388,P09,6301,242030,0.837868249,72.85,761763,90,941.09
43388,P10,6342,241283,0.714231692,34.75,309748,90,802.23
43388,P11,6355,120448,0.712187029,42.5,377744,90,799.93
43388,P12,6312,120450,0.673397436,19,159676,90,756.36
43388,P12,6354,120430,0.752480491,46,431984,90,845.19
43388,P13,6316,242030,0.798646058,107,1066480,90,897.04
43388,P14,6317,120453,0.695040486,19,164808,90,780.67
43388,P14,6318,120451,0.71295406,24,213544,90,800.79
43388,P15,6320,280040,0.597840756,19,141760,90,671.49
43388,P15,6321,242030,0.780605772,52.55,511940,90,876.78
43388,P16,6349,120430,0.445955634,19,105745,90,500.90
43388,P16,6356,120448,0.720433631,93.01,836254,90,809.19
43389,P10,6357,120464,0.682742725,22.25,189584,90,766.86
43389,P11,6358,120436,0.80470786,30.5,306304,90,903.85
43389,P14,6352,120431,0.750306162,67,627376,90,842.74
43390,P10,6359,120436,0.798780638,52.15,519872,90,897.19
43390,P12,6360,120433,0.71965812,24,215552,90,808.32
43390,P12,6360,280003,0.538221154,8,53736,90,604.53
43391,P09,6302,280105,0.821428571,31.5,322920,90,922.63
43391,P11,6353,120430,0.793082265,24,237544,90,890.79
43391,P12,6353,120430,0.806015779,13,130768,90,905.32
43392,P11,6361,120433,0.837127745,11.15,116488,90,940.26
43392,P13,6414,120431,0.385737179,4,19256,90,433.26
43395,P09,6378,280052,0.721403738,59,531184,90,810.28
43395,P10,6384,280068,0.712974092,48,427100,90,800.81
43395,P10,6388,120452,0.711302294,19,168664,90,798.93
43395,P11,6369,280068,0.806000468,109.5,1101448,90,905.30
